metric_id,section,item,metric,target,status,evidence_domain,disposition
10.07,10,7,energy consumption。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.08,10,8,monetary cost。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.09,10,9,initialization time。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.10,10,10,parsing time。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.11,10,11,basis conversion time。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.12,10,12,optimization time。,top-tier audit question,PASS,experiment runtime columns; data/v10/prepaper analyses,verified in current bounded contract
10.13,10,13,verification time。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.14,10,14,serialization time。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.15,10,15,time-to-solution。,top-tier audit question,PASS,experiment runtime columns; data/v10/prepaper analyses,verified in current bounded contract
10.16,10,16,throughput circuits/hour。,top-tier audit question,PARTIAL,experiment runtime columns; data/v10/prepaper analyses,some evidence exists; residual work is required
10.17,10,17,timeout rate。,top-tier audit question,PASS,experiment runtime columns; data/v10/prepaper analyses,verified in current bounded contract
10.18,10,18,OOM rate。,top-tier audit question,PARTIAL,experiment runtime columns; data/v10/prepaper analyses,some evidence exists; residual work is required
10.19,10,19,crash rate。,top-tier audit question,PASS,experiment runtime columns; data/v10/prepaper analyses,verified in current bounded contract
10.20,10,20,budget-exhausted-but-valid rate。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.21,10,21,runtime median、p90、p95、p99。,top-tier audit question,PARTIAL,experiment runtime columns; data/v10/prepaper analyses,some evidence exists; residual work is required
10.22,10,22,runtime随 qubits 的 scaling exponent。,top-tier audit question,PARTIAL,experiment runtime columns; data/v10/prepaper analyses,some evidence exists; residual work is required
10.23,10,23,runtime随 gate count 的 scaling exponent。,top-tier audit question,PARTIAL,experiment runtime columns; data/v10/prepaper analyses,some evidence exists; residual work is required
10.24,10,24,memory随规模的 scaling exponent。,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.25,10,25,是否存在性能相变或只是资源阈值？,top-tier audit question,PARTIAL,experiment runtime columns; data/v10/prepaper analyses,some evidence exists; residual work is required
10.26,10,26,scaling fit 是否有 CI？,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.27,10,27,是否比较 polynomial、exponential 和 piecewise 模型？,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.28,10,28,是否做 out-of-range extrapolation 检验？,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.29,10,29,是否报告最大可处理规模？,top-tier audit question,PARTIAL,experiment runtime columns; data/v10/prepaper analyses,some evidence exists; residual work is required
10.30,10,30,最大规模是否仍保持语义验证？,top-tier audit question,PASS,experiment runtime columns; data/v10/prepaper analyses,verified in current bounded contract
10.31,10,31,是否绘制 quality–runtime frontier？,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.32,10,32,是否绘制 validity–runtime frontier？,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.33,10,33,是否进行线程数/worker 数敏感性分析？,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.34,10,34,是否测试冷缓存和热缓存？,top-tier audit question,FAIL,experiment runtime columns; data/v10/prepaper analyses,missing or failed; claim must remain barred until repaired
10.35,10,35,是否报告硬件与操作系统环境？,top-tier audit question,PASS,experiment runtime columns; data/v10/prepaper analyses,verified in current bounded contract
11.01,11,1,真正的实验单位是什么？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.02,11,2,seed 是独立单位还是重复测量？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.03,11,3,circuit instance 是否嵌套于 family？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.04,11,4,tool 输出是否配对？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.05,11,5,是否错误使用独立样本检验？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.06,11,6,是否存在 pseudo-replication？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.07,11,7,point estimand 是 instance-weighted 还是 family-weighted？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.08,11,8,bootstrap 是否与 estimand 一致？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.09,11,9,cluster permutation 是否保持 cluster 内结构？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.10,11,10,外层 cluster 数是否足以支持渐近近似？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.11,11,11,是否使用 exact/randomization inference？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.12,11,12,是否报告效应量？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.13,11,13,是否报告 95% CI？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.14,11,14,是否报告 median/quantile 等稳健统计量？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.15,11,15,是否预先定义 MCID？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.16,11,16,是否进行 equivalence/non-inferiority test？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.17,11,17,非显著结果是否被误写成“相等”？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.18,11,18,p 值是否被误写成假设为真的概率？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.19,11,19,是否使用 Holm/Hochberg/FDR 等多重校正？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.20,11,20,多重校正 family 是如何定义的？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.21,11,21,是否同时报告校正前后结果？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.22,11,22,是否存在结果导向的 endpoint 选择？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.23,11,23,是否进行功效/MDE 分析？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.24,11,24,功效计算是否与实际统计模型一致？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.25,11,25,是否有 optional stopping？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.26,11,26,是否有 seed hunting？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.27,11,27,是否有 benchmark hunting？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.28,11,28,是否有 multiple-analysis-pipeline 问题？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.29,11,29,是否运行 specification curve 或 multiverse analysis？,top-tier audit question,FAIL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,missing or failed; claim must remain barred until repaired
11.30,11,30,是否检查分布的偏斜、零膨胀和重尾？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.31,11,31,是否检查 boundary/separation？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.32,11,32,mixed model 是否收敛？,top-tier audit question,FAIL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,missing or failed; claim must remain barred until repaired
11.33,11,33,Hessian、梯度和奇异随机效应是否正常？,top-tier audit question,FAIL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,missing or failed; claim must remain barred until repaired
11.34,11,34,模型不收敛时是否使用预定义 fallback？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.35,11,35,fallback 是否在看结果前规定？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.36,11,36,是否进行 cluster-level sensitivity？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.37,11,37,是否进行 leave-one-family-out？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.38,11,38,是否进行 worst-case family analysis？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.39,11,39,是否报告家族间异质性？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.40,11,40,是否估计 random-slope，而不只是 random-intercept？,top-tier audit question,FAIL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,missing or failed; claim must remain barred until repaired
11.41,11,41,是否检查 Simpson 悖论？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.42,11,42,是否进行 influence diagnostics？,top-tier audit question,FAIL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,missing or failed; claim must remain barred until repaired
11.43,11,43,是否报告 missingness/failure mechanism？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.44,11,44,缺失是否可能 MNAR？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.45,11,45,是否进行 worst-case bounds？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.46,11,46,是否区分 fixed-benchmark performance 与对潜在新实例的 generalized performance？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.47,11,47,泛化区间是否对 benchmark sampling 和运行随机性都建模？,top-tier audit question,PARTIAL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,some evidence exists; residual work is required
11.48,11,48,是否进行校准分析，而不只看 AUROC/MCC？,top-tier audit question,FAIL,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,missing or failed; claim must remain barred until repaired
11.49,11,49,分类器阈值是否预先冻结？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
11.50,11,50,置信区间是否覆盖外层家族不确定性？,top-tier audit question,PASS,analysis/prepaper_*.py; analysis/e31_dual_estimand_power.py; frozen 1pp MCID and dual-estimand gate,verified in current bounded contract
12.01,12,1,是否单独改变 listing 而保持 unitary 不变？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.02,12,2,是否单独改变规则集？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.03,12,3,是否单独改变 window size？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.04,12,4,是否单独改变搜索预算？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.05,12,5,是否单独改变优化器？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.06,12,6,是否单独改变 gate basis？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.07,12,7,是否单独改变 family composition？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.08,12,8,是否单独改变 qubit size？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.09,12,9,是否存在完全交叉的 factorial design？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.10,12,10,interaction 是否有统计估计？,top-tier audit question,FAIL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,missing or failed; claim must remain barred until repaired
12.11,12,11,representation effect 是否依赖 phase？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.12,12,12,representation effect 是否依赖 family？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.13,12,13,是否比较随机 shuffle 与结构化 listing？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.14,12,14,是否比较最优、最坏和随机 listing？,top-tier audit question,FAIL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,missing or failed; claim must remain barred until repaired
12.15,12,15,是否估计 listing variance？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.16,12,16,是否估计 seed variance？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.17,12,17,是否估计 instance variance？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.18,12,18,是否估计 family variance？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.19,12,19,是否进行 hyperparameter sensitivity？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.20,12,20,是否改变 fidelity threshold？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.21,12,21,是否改变 timeout？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.22,12,22,是否改变 equivalence verifier？,top-tier audit question,FAIL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,missing or failed; claim must remain barred until repaired
12.23,12,23,是否改变共同基门集？,top-tier audit question,FAIL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,missing or failed; claim must remain barred until repaired
12.24,12,24,是否改变 gate weight？,top-tier audit question,FAIL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,missing or failed; claim must remain barred until repaired
12.25,12,25,是否用加权成本而不仅是等权 gate count？,top-tier audit question,FAIL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,missing or failed; claim must remain barred until repaired
12.26,12,26,结论是否在不同软件版本下保持？,top-tier audit question,FAIL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,missing or failed; claim must remain barred until repaired
12.27,12,27,结论是否在不同硬件架构假设下保持？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.28,12,28,是否有 placebo representation？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.29,12,29,是否有无信息特征基线？,top-tier audit question,FAIL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,missing or failed; claim must remain barred until repaired
12.30,12,30,是否有标签置换检验？,top-tier audit question,FAIL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,missing or failed; claim must remain barred until repaired
12.31,12,31,是否有负对照 family？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.32,12,32,是否有机制级 trace 证明为什么发生差异？,top-tier audit question,PARTIAL,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,some evidence exists; residual work is required
12.33,12,33,消融是否真正隔离变量，而不是同时改多个组件？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.34,12,34,是否把相关性误当成机制因果？,top-tier audit question,PASS,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,verified in current bounded contract
12.35,12,35,是否有 mediation/path analysis 的必要性？,top-tier audit question,NA,E19/E22/E29; E31 shared-engine isolation tests and frozen full factorial; no formal interaction estimates,outside the currently stated unitary/logical-circuit model
13.01,13,1,held-out 是否在 generator 层彻底隔离？,top-tier audit question,PASS,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,verified in current bounded contract
13.02,13,2,是否冻结模型、特征、阈值和预处理？,top-tier audit question,PASS,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,verified in current bounded contract
13.03,13,3,held-out 数量是否足以得到窄区间？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.04,13,4,是否覆盖与训练分布相近和远离的家族？,top-tier audit question,PARTIAL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,some evidence exists; residual work is required
13.05,13,5,是否报告 domain distance？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.06,13,6,是否报告每个 held-out family 的结果？,top-tier audit question,PASS,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,verified in current bounded contract
13.07,13,7,是否有 family-level calibration？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.08,13,8,是否出现某个家族完全失败？,top-tier audit question,PASS,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,verified in current bounded contract
13.09,13,9,是否有 leave-one-generator-out？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.10,13,10,是否有 leave-one-algorithm-class-out？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.11,13,11,是否有 leave-one-gate-set-out？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.12,13,12,是否有跨 qubit 范围外推？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.13,13,13,是否有跨 topology 泛化？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.14,13,14,是否有跨 compiler version 泛化？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.15,13,15,是否有跨硬件平台泛化？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.16,13,16,是否有跨研究组独立数据？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.17,13,17,是否有真正真实世界电路？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.18,13,18,是否把合成 generator 的多样性误当成真实分布代表性？,top-tier audit question,PASS,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,verified in current bounded contract
13.19,13,19,是否报告 covariate shift？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.20,13,20,是否报告 prediction interval，而不只是均值 CI？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.21,13,21,模型是否只学到 gate count 或 family ID？,top-tier audit question,PARTIAL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,some evidence exists; residual work is required
13.22,13,22,是否检查 shortcut learning？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.23,13,23,是否进行 feature ablation？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.24,13,24,是否进行 out-of-distribution detection？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
13.25,13,25,当 OOD 时是否允许模型拒绝预测？,top-tier audit question,FAIL,data/v10/prepaper/heldout; held-out analysis; no heldout-v2 artifact present,missing or failed; claim must remain barred until repaired
14.01,14,1,优化后的逻辑电路是否映射到真实 native gate set？,top-tier audit question,PASS,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,verified in current bounded contract
14.02,14,2,是否使用真实 coupling map？,top-tier audit question,PASS,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,verified in current bounded contract
14.03,14,3,是否使用同一 initial layout？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.04,14,4,是否使用同一 routing policy？,top-tier audit question,PASS,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,verified in current bounded contract
14.05,14,5,是否使用固定 calibration snapshot？,top-tier audit question,PARTIAL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,some evidence exists; residual work is required
14.06,14,6,是否记录 calibration 时间？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.07,14,7,是否报告 native 2Q count？,top-tier audit question,PASS,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,verified in current bounded contract
14.08,14,8,是否报告 native 2Q depth？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.09,14,9,是否报告 scheduled duration？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.10,14,10,是否报告 idle time？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.11,14,11,是否报告 crosstalk-sensitive concurrency？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.12,14,12,是否报告 estimated success probability？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.13,14,13,是否报告 noise-aware cost？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.14,14,14,是否运行 noisy simulator？,top-tier audit question,PASS,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,verified in current bounded contract
14.15,14,15,noise model 是否来自真实校准？,top-tier audit question,PARTIAL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,some evidence exists; residual work is required
14.16,14,16,是否在至少一个真实 QPU 上执行？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.17,14,17,是否有多个日期的重复硬件实验？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
14.18,14,18,是否随机化执行顺序以减小 drift？,top-tier audit question,FAIL,experiments/hardware_validation; data/v8/hardware_validation; no real-QPU evidence,missing or failed; claim must remain barred until repaired
